Conversation ID,Conversation Name,Sentence Rule,Keyword Rule,Message
FAQ04-000120,FAQ04-000120 - Honor 400 Lite 5G,,Honor&&400&&Lite&&5G,"สำหรับ Honor 400 Lite 5G
* Black - 8/256GB (฿5,999.00)
* Blue - 8/256GB (฿5,999.00)
* Silver - 8/256GB (฿5,999.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000121,FAQ04-000121 - Honor 400 Pro 5G,,Honor&&400&&Pro&&5G,"สำหรับ Honor 400 Pro 5G
* Black - 12/256GB (฿12,990.00)
* Ocean Blue - 12/256GB (฿12,990.00)
* White - 12/256GB (฿12,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000122,FAQ04-000122 - Honor 70,,Honor&&70,"สำหรับ Honor 70
* Crystal Silver - 8/256GB (฿9,990.00)
* Emerald Green - 8/256GB (฿9,990.00)
* Midnight Black - 8/256GB (฿9,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000123,FAQ04-000123 - Honor 90,,Honor&&90,"สำหรับ Honor 90
* Diamond Silver - 12/256GB (฿13,990.00)
* Emerald Green - 12/256GB (฿13,990.00)
* Midnight Black - 12/256GB (฿13,990.00)
* Peacock Blue - 12/256GB (฿13,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000124,FAQ04-000124 - Honor 90 Lite,,Honor&&90&&Lite,"สำหรับ Honor 90 Lite
* Cyan Lake - 8/256GB (฿7,990.00)
* Midnight Black - 8/256GB (฿7,990.00)
* Titanium Silver - 8/256GB (฿7,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000125,FAQ04-000125 - Honor Magic4 Pro,,Honor&&Magic4&&Pro,"สำหรับ Honor Magic4 Pro
* Black - 8/256GB (฿26,990.00)
* Cyan - 8/256GB (฿26,990.00)
* Gold - 8/256GB (฿26,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000126,FAQ04-000126 - Honor Magic5 Pro,,Honor&&Magic5&&Pro,"สำหรับ Honor Magic5 Pro
* Black - 12/512GB (฿29,990.00)
* Meadow Green - 12/512GB (฿29,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000127,FAQ04-000127 - Honor Magic6 Pro,,Honor&&Magic6&&Pro,"สำหรับ Honor Magic6 Pro
* Black - 12/512GB (฿32,990.00)
* Epi Green - 12/512GB (฿32,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000128,FAQ04-000128 - Honor Magic6 RSR,,Honor&&Magic6&&RSR,"สำหรับ Honor Magic6 RSR
* Black - 24/1TB (฿56,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000129,FAQ04-000129 - Honor Play 40 Plus,,Honor&&Play&&40&&Plus,"สำหรับ Honor Play 40 Plus
* Black - 8/256GB (฿5,199.00)
* Blue - 8/256GB (฿5,199.00)
* Silver - 8/256GB (฿5,199.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000130,FAQ04-000130 - Honor Play 50 Plus,,Honor&&Play&&50&&Plus,"สำหรับ Honor Play 50 Plus
* Black - 8/256GB (฿6,999.00)
* Blue - 8/256GB (฿6,999.00)
* Silver - 8/256GB (฿6,999.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000131,FAQ04-000131 - Honor X50i+,,Honor&&X50i+,"สำหรับ Honor X50i+
* Black - 8/256GB (฿6,499.00)
* Blue - 8/256GB (฿6,499.00)
* Silver - 8/256GB (฿6,499.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000132,FAQ04-000132 - Honor X7a,,Honor&&X7a,"สำหรับ Honor X7a
* Midnight Black - 6/128GB (฿5,499.00)
* Ocean Blue - 6/128GB (฿5,499.00)
* Silver - 6/128GB (฿5,499.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000133,FAQ04-000133 - Honor X8a,,Honor&&X8a,"สำหรับ Honor X8a
* Cyan Lake - 8/256GB (฿7,599.00)
* Midnight Black - 8/256GB (฿7,599.00)
* Titanium Silver - 8/256GB (฿7,599.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000134,FAQ04-000134 - Honor X8b,,Honor&&X8b,"สำหรับ Honor X8b
* Glamorous Green - 8/512GB (฿8,999.00)
* Midnight Black - 8/512GB (฿8,999.00)
* Titanium Silver - 8/512GB (฿8,999.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000135,FAQ04-000135 - Honor X9a,,Honor&&X9a,"สำหรับ Honor X9a
* Emerald Green - 8/256GB (฿9,990.00)
* Midnight Black - 8/256GB (฿9,990.00)
* Titanium Silver - 8/256GB (฿9,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000136,FAQ04-000136 - Honor X9b,,Honor&&X9b,"สำหรับ Honor X9b
* Midnight Black - 12/256GB (฿9,990.00)
* Sunrise Orange - 12/256GB (฿9,990.00)
* Titanium Silver - 12/256GB (฿9,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000137,FAQ04-000137 - Huawei Mate 60 Pro,,Huawei&&Mate&&60&&Pro,"สำหรับ Huawei Mate 60 Pro
* Black - 12/512GB (฿46,990.00)
* Green - 12/512GB (฿46,990.00)
* Purple - 12/512GB (฿46,990.00)
* White - 12/512GB (฿46,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000138,FAQ04-000138 - Huawei Mate 60 Pro+,,Huawei&&Mate&&60&&Pro+,"สำหรับ Huawei Mate 60 Pro+
* Black - 16/512GB (฿54,990.00)
* Green - 16/512GB (฿54,990.00)
* White - 16/512GB (฿54,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000139,FAQ04-000139 - Huawei Nova 11,,Huawei&&Nova&&11,"สำหรับ Huawei Nova 11
* Black - 8/256GB (฿14,990.00)
* Green - 8/256GB (฿14,990.00)
* White - 8/256GB (฿14,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000140,FAQ04-000140 - Huawei Nova 11 Pro,,Huawei&&Nova&&11&&Pro,"สำหรับ Huawei Nova 11 Pro
* Black - 8/256GB (฿19,990.00)
* Green - 8/256GB (฿19,990.00)
* White - 8/256GB (฿19,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000141,FAQ04-000141 - Huawei Nova 11 SE,,Huawei&&Nova&&11&&SE,"สำหรับ Huawei Nova 11 SE
* Black - 8/256GB (฿10,990.00)
* Green - 8/256GB (฿10,990.00)
* Pink - 8/256GB (฿10,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000142,FAQ04-000142 - Huawei Nova 11i,,Huawei&&Nova&&11i,"สำหรับ Huawei Nova 11i
* Black - 8/128GB (฿6,990.00)
* Green - 8/128GB (฿6,990.00)
* White - 8/128GB (฿6,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000143,FAQ04-000143 - Huawei Nova 12 SE,,Huawei&&Nova&&12&&SE,"สำหรับ Huawei Nova 12 SE
* Black - 8/256GB (฿10,990.00)
* Green - 8/256GB (฿10,990.00)
* White - 8/256GB (฿10,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000144,FAQ04-000144 - Huawei Nova 12i,,Huawei&&Nova&&12i,"สำหรับ Huawei Nova 12i
* Black - 8/256GB (฿8,990.00)
* Green - 8/256GB (฿8,990.00)
* White - 8/256GB (฿8,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000145,FAQ04-000145 - Huawei Nova Y91,,Huawei&&Nova&&Y91,"สำหรับ Huawei Nova Y91
* Black - 8/256GB (฿7,990.00)
* Green - 8/256GB (฿7,990.00)
* Silver - 8/256GB (฿7,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000146,FAQ04-000146 - Huawei P60 Pro,,Huawei&&P60&&Pro,"สำหรับ Huawei P60 Pro
* Black - 8/256GB (฿32,990.00)
* Green - 8/256GB (฿32,990.00)
* White - 8/256GB (฿32,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000147,FAQ04-000147 - Huawei Pura 70,,Huawei&&Pura&&70,"สำหรับ Huawei Pura 70
* Black - 12/256GB (฿26,990.00)
* Green - 12/256GB (฿26,990.00)
* Pink - 12/256GB (฿26,990.00)
* White - 12/256GB (฿26,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000148,FAQ04-000148 - Huawei Pura 70 Pro,,Huawei&&Pura&&70&&Pro,"สำหรับ Huawei Pura 70 Pro
* Black - 12/512GB (฿39,990.00)
* Green - 12/512GB (฿39,990.00)
* White - 12/512GB (฿39,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000149,FAQ04-000149 - Huawei Pura 70 Pro+,,Huawei&&Pura&&70&&Pro+,"สำหรับ Huawei Pura 70 Pro+
* Black - 16/512GB (฿49,990.00)
* Green - 16/512GB (฿49,990.00)
* White - 16/512GB (฿49,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000150,FAQ04-000150 - Huawei Pura 70 Ultra,,Huawei&&Pura&&70&&Ultra,"สำหรับ Huawei Pura 70 Ultra
* Black - 16/512GB (฿56,990.00)
* Green - 16/512GB (฿56,990.00)
* White - 16/512GB (฿56,990.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000151,FAQ04-000151 - iPad 10th Gen Wi-Fi,,iPad&&10th&&Gen&&Wi-Fi,"สำหรับ iPad 10th Gen Wi-Fi
* Blue - 64GB (฿14,900.00)
* Pink - 64GB (฿14,900.00)
* Silver - 64GB (฿14,900.00)
* Yellow - 64GB (฿14,900.00)
* Blue - 256GB (฿19,900.00)
* Pink - 256GB (฿19,900.00)
* Silver - 256GB (฿19,900.00)
* Yellow - 256GB (฿19,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000152,FAQ04-000152 - iPad 10th Gen Wi-Fi + Cellular,,iPad&&10th&&Gen&&Wi-Fi&&+&&Cellular,"สำหรับ iPad 10th Gen Wi-Fi + Cellular
* Blue - 64GB (฿20,900.00)
* Pink - 64GB (฿20,900.00)
* Silver - 64GB (฿20,900.00)
* Yellow - 64GB (฿20,900.00)
* Blue - 256GB (฿25,900.00)
* Pink - 256GB (฿25,900.00)
* Silver - 256GB (฿25,900.00)
* Yellow - 256GB (฿25,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000153,FAQ04-000153 - iPad Air 11-inch M2 Wi-Fi,,iPad&&Air&&11-inch&&M2&&Wi-Fi,"สำหรับ iPad Air 11-inch M2 Wi-Fi
* Blue - 128GB (฿21,900.00)
* Purple - 128GB (฿21,900.00)
* Space Gray - 128GB (฿21,900.00)
* Starlight - 128GB (฿21,900.00)
* Blue - 256GB (฿27,900.00)
* Purple - 256GB (฿27,900.00)
* Space Gray - 256GB (฿27,900.00)
* Starlight - 256GB (฿27,900.00)
* Blue - 512GB (฿35,900.00)
* Purple - 512GB (฿35,900.00)
* Space Gray - 512GB (฿35,900.00)
* Starlight - 512GB (฿35,900.00)
* Blue - 1TB (฿51,900.00)
* Purple - 1TB (฿51,900.00)
* Space Gray - 1TB (฿51,900.00)
* Starlight - 1TB (฿51,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000154,FAQ04-000154 - iPad Air 11-inch M2 Wi-Fi + Cellular,,iPad&&Air&&11-inch&&M2&&Wi-Fi&&+&&Cellular,"สำหรับ iPad Air 11-inch M2 Wi-Fi + Cellular
* Blue - 128GB (฿28,900.00)
* Purple - 128GB (฿28,900.00)
* Space Gray - 128GB (฿28,900.00)
* Starlight - 128GB (฿28,900.00)
* Blue - 256GB (฿34,900.00)
* Purple - 256GB (฿34,900.00)
* Space Gray - 256GB (฿34,900.00)
* Starlight - 256GB (฿34,900.00)
* Blue - 512GB (฿42,900.00)
* Purple - 512GB (฿42,900.00)
* Space Gray - 512GB (฿42,900.00)
* Starlight - 512GB (฿42,900.00)
* Blue - 1TB (฿58,900.00)
* Purple - 1TB (฿58,900.00)
* Space Gray - 1TB (฿58,900.00)
* Starlight - 1TB (฿58,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000155,FAQ04-000155 - iPad Air 13-inch M2 Wi-Fi,,iPad&&Air&&13-inch&&M2&&Wi-Fi,"สำหรับ iPad Air 13-inch M2 Wi-Fi
* Blue - 128GB (฿29,900.00)
* Purple - 128GB (฿29,900.00)
* Space Gray - 128GB (฿29,900.00)
* Starlight - 128GB (฿29,900.00)
* Blue - 256GB (฿35,900.00)
* Purple - 256GB (฿35,900.00)
* Space Gray - 256GB (฿35,900.00)
* Starlight - 256GB (฿35,900.00)
* Blue - 512GB (฿43,900.00)
* Purple - 512GB (฿43,900.00)
* Space Gray - 512GB (฿43,900.00)
* Starlight - 512GB (฿43,900.00)
* Blue - 1TB (฿59,900.00)
* Purple - 1TB (฿59,900.00)
* Space Gray - 1TB (฿59,900.00)
* Starlight - 1TB (฿59,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000156,FAQ04-000156 - iPad Air 13-inch M2 Wi-Fi + Cellular,,iPad&&Air&&13-inch&&M2&&Wi-Fi&&+&&Cellular,"สำหรับ iPad Air 13-inch M2 Wi-Fi + Cellular
* Blue - 128GB (฿36,900.00)
* Purple - 128GB (฿36,900.00)
* Space Gray - 128GB (฿36,900.00)
* Starlight - 128GB (฿36,900.00)
* Blue - 256GB (฿42,900.00)
* Purple - 256GB (฿42,900.00)
* Space Gray - 256GB (฿42,900.00)
* Starlight - 256GB (฿42,900.00)
* Blue - 512GB (฿50,900.00)
* Purple - 512GB (฿50,900.00)
* Space Gray - 512GB (฿50,900.00)
* Starlight - 512GB (฿50,900.00)
* Blue - 1TB (฿66,900.00)
* Purple - 1TB (฿66,900.00)
* Space Gray - 1TB (฿66,900.00)
* Starlight - 1TB (฿66,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000157,FAQ04-000157 - iPad mini A17 Pro Wi-Fi,,iPad&&mini&&A17&&Pro&&Wi-Fi,"สำหรับ iPad mini A17 Pro Wi-Fi
* Blue - 128GB (฿19,900.00)
* Purple - 128GB (฿19,900.00)
* Space Gray - 128GB (฿19,900.00)
* Starlight - 128GB (฿19,900.00)
* Blue - 256GB (฿25,900.00)
* Purple - 256GB (฿25,900.00)
* Space Gray - 256GB (฿25,900.00)
* Starlight - 256GB (฿25,900.00)
* Blue - 512GB (฿35,900.00)
* Purple - 512GB (฿35,900.00)
* Space Gray - 512GB (฿35,900.00)
* Starlight - 512GB (฿35,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000158,FAQ04-000158 - iPad mini A17 Pro Wi-Fi + Cellular,,iPad&&mini&&A17&&Pro&&Wi-Fi&&+&&Cellular,"สำหรับ iPad mini A17 Pro Wi-Fi + Cellular
* Blue - 128GB (฿26,900.00)
* Purple - 128GB (฿26,900.00)
* Space Gray - 128GB (฿26,900.00)
* Starlight - 128GB (฿26,900.00)
* Blue - 256GB (฿32,900.00)
* Purple - 256GB (฿32,900.00)
* Space Gray - 256GB (฿32,900.00)
* Starlight - 256GB (฿32,900.00)
* Blue - 512GB (฿42,900.00)
* Purple - 512GB (฿42,900.00)
* Space Gray - 512GB (฿42,900.00)
* Starlight - 512GB (฿42,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000159,FAQ04-000159 - iPad Pro 11-inch M4 Wi-Fi,,iPad&&Pro&&11-inch&&M4&&Wi-Fi,"สำหรับ iPad Pro 11-inch M4 Wi-Fi
* Black - 256GB (฿34,900.00)
* Silver - 256GB (฿34,900.00)
* Black - 512GB (฿42,900.00)
* Silver - 512GB (฿42,900.00)
* Black - 1TB (฿58,900.00)
* Silver - 1TB (฿58,900.00)
* Black - 2TB (฿90,900.00)
* Silver - 2TB (฿90,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000160,FAQ04-000160 - iPad Pro 11-inch M4 Wi-Fi + Cellular,,iPad&&Pro&&11-inch&&M4&&Wi-Fi&&+&&Cellular,"สำหรับ iPad Pro 11-inch M4 Wi-Fi + Cellular
* Black - 256GB (฿41,900.00)
* Silver - 256GB (฿41,900.00)
* Black - 512GB (฿49,900.00)
* Silver - 512GB (฿49,900.00)
* Black - 1TB (฿65,900.00)
* Silver - 1TB (฿65,900.00)
* Black - 2TB (฿97,900.00)
* Silver - 2TB (฿97,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000161,FAQ04-000161 - iPad Pro 13-inch M4 Wi-Fi,,iPad&&Pro&&13-inch&&M4&&Wi-Fi,"สำหรับ iPad Pro 13-inch M4 Wi-Fi
* Black - 256GB (฿44,900.00)
* Silver - 256GB (฿44,900.00)
* Black - 512GB (฿52,900.00)
* Silver - 512GB (฿52,900.00)
* Black - 1TB (฿68,900.00)
* Silver - 1TB (฿68,900.00)
* Black - 2TB (฿100,900.00)
* Silver - 2TB (฿100,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000162,FAQ04-000162 - iPad Pro 13-inch M4 Wi-Fi + Cellular,,iPad&&Pro&&13-inch&&M4&&Wi-Fi&&+&&Cellular,"สำหรับ iPad Pro 13-inch M4 Wi-Fi + Cellular
* Black - 256GB (฿51,900.00)
* Silver - 256GB (฿51,900.00)
* Black - 512GB (฿59,900.00)
* Silver - 512GB (฿59,900.00)
* Black - 1TB (฿75,900.00)
* Silver - 1TB (฿75,900.00)
* Black - 2TB (฿107,900.00)
* Silver - 2TB (฿107,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000163,FAQ04-000163 - iPhone 13,,iPhone&&13,"สำหรับ iPhone 13
* Blue - 128GB (฿22,900.00)
* Midnight - 128GB (฿22,900.00)
* Pink - 128GB (฿22,900.00)
* Product Red - 128GB (฿22,900.00)
* Starlight - 128GB (฿22,900.00)
* Blue - 256GB (฿26,900.00)
* Midnight - 256GB (฿26,900.00)
* Pink - 256GB (฿26,900.00)
* Product Red - 256GB (฿26,900.00)
* Starlight - 256GB (฿26,900.00)
* Blue - 512GB (฿34,900.00)
* Midnight - 512GB (฿34,900.00)
* Pink - 512GB (฿34,900.00)
* Product Red - 512GB (฿34,900.00)
* Starlight - 512GB (฿34,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000164,FAQ04-000164 - iPhone 14,,iPhone&&14,"สำหรับ iPhone 14
* Blue - 128GB (฿26,900.00)
* Midnight - 128GB (฿26,900.00)
* Purple - 128GB (฿26,900.00)
* Product Red - 128GB (฿26,900.00)
* Starlight - 128GB (฿26,900.00)
* Yellow - 128GB (฿26,900.00)
* Blue - 256GB (฿30,900.00)
* Midnight - 256GB (฿30,900.00)
* Purple - 256GB (฿30,900.00)
* Product Red - 256GB (฿30,900.00)
* Starlight - 256GB (฿30,900.00)
* Yellow - 256GB (฿30,900.00)
* Blue - 512GB (฿38,900.00)
* Midnight - 512GB (฿38,900.00)
* Purple - 512GB (฿38,900.00)
* Product Red - 512GB (฿38,900.00)
* Starlight - 512GB (฿38,900.00)
* Yellow - 512GB (฿38,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000165,FAQ04-000165 - iPhone 14 Plus,,iPhone&&14&&Plus,"สำหรับ iPhone 14 Plus
* Blue - 128GB (฿31,900.00)
* Midnight - 128GB (฿31,900.00)
* Purple - 128GB (฿31,900.00)
* Product Red - 128GB (฿31,900.00)
* Starlight - 128GB (฿31,900.00)
* Yellow - 128GB (฿31,900.00)
* Blue - 256GB (฿35,900.00)
* Midnight - 256GB (฿35,900.00)
* Purple - 256GB (฿35,900.00)
* Product Red - 256GB (฿35,900.00)
* Starlight - 256GB (฿35,900.00)
* Yellow - 256GB (฿35,900.00)
* Blue - 512GB (฿43,900.00)
* Midnight - 512GB (฿43,900.00)
* Purple - 512GB (฿43,900.00)
* Product Red - 512GB (฿43,900.00)
* Starlight - 512GB (฿43,900.00)
* Yellow - 512GB (฿43,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
FAQ04-000166,FAQ04-000166 - iPhone 14 Pro,,iPhone&&14&&Pro,"สำหรับ iPhone 14 Pro
* Deep Purple - 128GB (฿36,900.00)
* Gold - 128GB (฿36,900.00)
* Silver - 128GB (฿36,900.00)
* Space Black - 128GB (฿36,900.00)
* Deep Purple - 256GB (฿40,900.00)
* Gold - 256GB (฿40,900.00)
* Silver - 256GB (฿40,900.00)
* Space Black - 256GB (฿40,900.00)
* Deep Purple - 512GB (฿48,900.00)
* Gold - 512GB (฿48,900.00)
* Silver - 512GB (฿48,900.00)
* Space Black - 512GB (฿48,900.00)
* Deep Purple - 1TB (฿56,900.00)
* Gold - 1TB (฿56,900.00)
* Silver - 1TB (฿56,900.00)
* Space Black - 1TB (฿56,900.00)\\n\\nระบบขอ เบอร์โทรเพื่อติดต่อกลับเพื่อแจ้งโปรโมชันเพิ่มเติม \\n\\n คุณลูกค้าสะดวกมั้ยคะ! 💙"""
